star_player,player1_archetype,player2_archetype,player3_archetype,player4_archetype,total_min_played,offensive_rating,defensive_rating,net_rating,assist_percentage,pace,rebound_percentage,turnover_percentage,rebounds_per48,assists_per48,steals_per48,blocks_per48,plus_minus_per48,fta_per48,three_pa_per48,points_off_turnovers,second_chance_points,points_in_paint,opp_points_off_turnovers,opp_second_chance_points,opp_points_in_paint,opp_fgm,opp_turnovers,pct_midrange_points,pct_unassisted_points,pct_fastbreak_points
Luka Doncic,Rim_Protector,Post_Scorer,Movement_Shooter,Secondary_Ball_Handler,866,118.03939876615183,87.94305323158585,-5.697642006035807,0.6765310760587129,97.3099895767592,0.598163546856648,0.23000907292687195,51.11180439510727,25.384563686547033,7.4334069932598545,4.546011277624043,-7.64525578765544,18.36140186951273,37.5830121621889,8.849142670852356,16.562184861130188,44.60478351805816,23.464393096063755,13.85830850582808,52.98172586980945,43.57807396875226,12.462754390884793,0.1374670090035221,0.24706108235741855,0.1742079685625612
Luka Doncic,Shot_Creator,Pass_First_Guard,Stretch_Big,Shot_Creator,757,107.20716273243272,122.87860608787683,17.090657512624468,0.7593472429191931,101.81005234617054,0.3983786700301481,0.284702211132176,39.935240988146965,31.863187139324108,7.022739359700994,6.450725514073066,0.6818955567090388,22.81330915998013,43.86958164974193,18.97389887392398,10.975936626612288,32.485746098338105,12.407838282033538,13.795420238506729,56.715592400205495,37.51554516838404,17.672548295771747,0.17501516079337537,0.22548099360391524,0.18114139288120262
Luka Doncic,Two_Way_Forward,Pass_First_Guard,Unicorn,Rim_Protector,772,91.79254881000244,115.006916410477,27.05926651267091,0.797107758640833,95.24461893305167,0.41373149102549495,0.1802740588266517,44.76988441341118,30.839051121748412,5.851847071678298,7.489188463752905,4.16359800478719,24.674674312113495,26.359021538755595,12.814549235158996,7.5347633764968345,58.74730827079084,15.011481392865822,11.343913116164035,38.55452150768265,40.36039230874376,13.349501645432884,0.13706004552897333,0.20270302698434697,0.12001643687888186
Luka Doncic,Big_Playmaker,Rim_Protector,Secondary_Ball_Handler,Unicorn,198,88.63857618803897,85.91080106776802,22.595462866823482,0.7868488157599256,100.21945145836297,0.3909349687453925,0.16525743482886587,47.179242999931134,23.569160638121193,8.58044214084056,6.401855462436988,-11.786149151169898,15.062416425472469,33.11054701889055,17.886868203473053,11.46297879447517,32.151518036145234,11.868243737434323,19.717190472577627,43.07794885363711,46.621157393561724,19.420580742305848,0.13637126952547007,0.19611966140794485,0.05145308826710157
Luka Doncic,Athletic_Finisher,Pass_First_Guard,Rim_Protector,Big_Playmaker,507,101.74942069728314,113.2621943507815,-3.364842403383445,0.5195844979723414,98.33074349691732,0.45813915628028223,0.11199755228361907,53.56974910081349,18.331888697811376,8.67533000481798,7.498414381562078,-6.371233285924433,31.616944606104386,37.34730846415265,22.190441626756638,7.597768491006186,45.391730030739524,22.412129254276607,10.38252606001233,35.33195042511186,46.44444960509192,11.766342386562044,0.09779661629801571,0.12765313037955597,0.17642924208845778
Luka Doncic,Rim_Protector,Big_Playmaker,Post_Scorer,Unicorn,883,99.86891642278209,125.52821058731149,27.555636655363138,0.7948562964954582,98.03217068523657,0.5369705780220453,0.05541983320121624,46.487419175453496,26.09812360210463,9.364103520279405,4.595720608745273,9.382783837202098,33.98534942047945,26.976022896771116,13.066464176817053,19.238849515965512,48.50287518627445,24.31793136370233,19.866672078576094,41.63107572398961,32.765220554853904,17.931552744237305,0.2274527825276796,0.2903720931745043,0.19910454013487527
Luka Doncic,Two_Way_Forward,Athletic_Finisher,Stretch_Big,Big_Playmaker,806,90.82708094214739,114.39871510628792,4.683142413389909,0.3111713028361906,97.10421044230607,0.40041371947707477,0.040040015005418705,54.7621856727107,29.49605873978624,8.710549577177733,8.607249429876756,-8.355146675475915,31.86090359020032,36.998222544997965,20.176978339510633,8.841592430543642,56.04394111073589,8.331847362494734,15.308137345741835,40.507233727498026,40.2359409272727,17.251565583905514,0.2169513949003814,0.20062835593670114,0.15285742987568868
Luka Doncic,Big_Playmaker,Athletic_Finisher,Big_Playmaker,Shot_Creator,734,113.89823883422584,126.69393008940648,8.83282919886161,0.7392333212315152,100.21072641535775,0.5832048960904437,0.11755941012076637,37.62542749877084,18.208663771120236,5.894230362081038,8.500136683043785,-12.082667995112766,27.006340218307855,27.20102827352378,23.56362499921605,6.567908287344062,58.82031053001349,15.9936883506963,8.50507495289887,46.8823397845821,34.935251597899324,19.455978441090746,0.0941327094649121,0.24748236449671715,0.1283963832413829
Luka Doncic,Big_Playmaker,Big_Playmaker,Lockdown_Defender,Secondary_Ball_Handler,203,100.29590762152543,124.41513949925957,-2.3845738957031486,0.6040915442179702,96.44124998227754,0.5935705900587014,0.2862421714581683,42.55114798657495,23.651827572182146,5.79189179977032,8.644995975008769,10.461620872730268,22.038760173172562,41.10182047228609,20.094033071869518,13.992973095842327,35.28528941661056,21.243272518235926,10.45212267189242,58.98906563664133,38.996514354997466,18.723549251498717,0.1484822258791675,0.35242509470589967,0.1509792157695331
Luka Doncic,Post_Scorer,Combo_Guard,Combo_Guard,Lockdown_Defender,652,90.42457072743612,119.3122069487793,-16.047744097404262,0.6174788270791352,100.67677431283194,0.5885881644792281,0.1763309614126872,38.864058288242404,22.157583255109962,6.2348718988876675,5.909372801378541,-13.168038576849742,21.470452372633062,40.40553910234285,10.939694857143731,10.540459210395563,31.895489625305288,11.29984239138319,8.836470487707327,58.400713305037264,43.48482181118202,18.55969281270092,0.08463601501602097,0.27968991812614,0.05139634342470022
