ALL_STAR_ID,ALL_STAR_NAME,GROUP_ID,GROUP_NAME,LINEUP_ARCHETYPE,SEASON
202695,Kawhi Leonard,201566-201935-202331-202695-1629611,R. Westbrook - J. Harden - P. George - K. Leonard - T. Mann,All Around Guard-All Around Guard-Rim Runner/Protector-Shot Creator Guard,2023-24
201935,James Harden,201566-201935-202331-1626181-1628464,R. Westbrook - J. Harden - P. George - N. Powell - D. Theis,All Around Guard-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,2023-24
202695,Kawhi Leonard,202331-202695-1627826-1629611-1630538,P. George - K. Leonard - I. Zubac - T. Mann - B. Hyland,All Around Guard-Rim Runner/Protector-Rim Runner/Protector-Shot Creator Guard,2023-24
201935,James Harden,201935-202331-202695-1627826-1629599,J. Harden - P. George - K. Leonard - I. Zubac - A. Coffey,Movement Shooter-Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator,2023-24
202695,Kawhi Leonard,201935-202331-202695-1627826-1629599,J. Harden - P. George - K. Leonard - I. Zubac - A. Coffey,All Around Guard-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,2023-24
201935,James Harden,201935-202331-202695-1626181-1629611,J. Harden - P. George - K. Leonard - N. Powell - T. Mann,Movement Shooter-Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator,2023-24
202695,Kawhi Leonard,201935-202331-202695-1626181-1629611,J. Harden - P. George - K. Leonard - N. Powell - T. Mann,All Around Guard-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,2023-24
201935,James Harden,201935-202331-203486-1626181-1629599,J. Harden - P. George - M. Plumlee - N. Powell - A. Coffey,Movement Shooter-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,2023-24
202695,Kawhi Leonard,201566-202331-202695-1626181-1627826,R. Westbrook - P. George - K. Leonard - N. Powell - I. Zubac,All Around Guard-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,2023-24
201935,James Harden,201935-202695-1626181-1627826-1629599,J. Harden - K. Leonard - N. Powell - I. Zubac - A. Coffey,Movement Shooter-Movement Shooter-Rim Runner/Protector-Wing Shot Creator,2023-24
202695,Kawhi Leonard,201935-202695-1626181-1627826-1629599,J. Harden - K. Leonard - N. Powell - I. Zubac - A. Coffey,All Around Guard-Movement Shooter-Movement Shooter-Rim Runner/Protector,2023-24
201935,James Harden,201566-201935-202331-1626181-1629599,R. Westbrook - J. Harden - P. George - N. Powell - A. Coffey,All Around Guard-Movement Shooter-Movement Shooter-Shot Creator Guard,2023-24
201935,James Harden,201935-202695-1626181-1628464-1629611,J. Harden - K. Leonard - N. Powell - D. Theis - T. Mann,Movement Shooter-Rim Runner/Protector-Rim Runner/Protector-Wing Shot Creator,2023-24
202695,Kawhi Leonard,201935-202695-1626181-1628464-1629611,J. Harden - K. Leonard - N. Powell - D. Theis - T. Mann,All Around Guard-Movement Shooter-Rim Runner/Protector-Rim Runner/Protector,2023-24
201935,James Harden,201935-202695-1626181-1628464-1629599,J. Harden - K. Leonard - N. Powell - D. Theis - A. Coffey,Movement Shooter-Movement Shooter-Rim Runner/Protector-Wing Shot Creator,2023-24
202695,Kawhi Leonard,201935-202695-1626181-1628464-1629599,J. Harden - K. Leonard - N. Powell - D. Theis - A. Coffey,All Around Guard-Movement Shooter-Movement Shooter-Rim Runner/Protector,2023-24
202695,Kawhi Leonard,202695-1626181-1628464-1629599-1630538,K. Leonard - N. Powell - D. Theis - A. Coffey - B. Hyland,All Around Guard-Movement Shooter-Movement Shooter-Rim Runner/Protector,2023-24
201935,James Harden,201566-201935-202331-202695-1626181,R. Westbrook - J. Harden - P. George - K. Leonard - N. Powell,All Around Guard-Movement Shooter-Shot Creator Guard-Wing Shot Creator,2023-24
202695,Kawhi Leonard,201566-201935-202331-202695-1626181,R. Westbrook - J. Harden - P. George - K. Leonard - N. Powell,All Around Guard-All Around Guard-Movement Shooter-Shot Creator Guard,2023-24
202695,Kawhi Leonard,201566-202695-1626181-1627826-1629599,R. Westbrook - K. Leonard - N. Powell - I. Zubac - A. Coffey,All Around Guard-Movement Shooter-Movement Shooter-Rim Runner/Protector,2023-24
201935,James Harden,201935-1626181-1628464-1629599-1629611,J. Harden - N. Powell - D. Theis - A. Coffey - T. Mann,Movement Shooter-Movement Shooter-Rim Runner/Protector-Rim Runner/Protector,2023-24
201935,James Harden,201935-202695-1628464-1629599-1629611,J. Harden - K. Leonard - D. Theis - A. Coffey - T. Mann,Movement Shooter-Rim Runner/Protector-Rim Runner/Protector-Wing Shot Creator,2023-24
202695,Kawhi Leonard,201935-202695-1628464-1629599-1629611,J. Harden - K. Leonard - D. Theis - A. Coffey - T. Mann,All Around Guard-Movement Shooter-Rim Runner/Protector-Rim Runner/Protector,2023-24
201935,James Harden,201935-202331-202695-1626181-1628464,J. Harden - P. George - K. Leonard - N. Powell - D. Theis,Movement Shooter-Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator,2023-24
202695,Kawhi Leonard,201935-202331-202695-1626181-1628464,J. Harden - P. George - K. Leonard - N. Powell - D. Theis,All Around Guard-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,2023-24
201935,James Harden,201566-201935-202695-1626181-1627826,R. Westbrook - J. Harden - K. Leonard - N. Powell - I. Zubac,All Around Guard-Movement Shooter-Rim Runner/Protector-Wing Shot Creator,2023-24
202695,Kawhi Leonard,201566-201935-202695-1626181-1627826,R. Westbrook - J. Harden - K. Leonard - N. Powell - I. Zubac,All Around Guard-All Around Guard-Movement Shooter-Rim Runner/Protector,2023-24
202695,Kawhi Leonard,202331-202695-1626181-1627826-1630538,P. George - K. Leonard - N. Powell - I. Zubac - B. Hyland,All Around Guard-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,2023-24
201935,James Harden,201566-201935-202331-202695-1629599,R. Westbrook - J. Harden - P. George - K. Leonard - A. Coffey,All Around Guard-Movement Shooter-Shot Creator Guard-Wing Shot Creator,2023-24
202695,Kawhi Leonard,201566-201935-202331-202695-1629599,R. Westbrook - J. Harden - P. George - K. Leonard - A. Coffey,All Around Guard-All Around Guard-Movement Shooter-Shot Creator Guard,2023-24
201935,James Harden,201935-202695-203486-1629599-1629611,J. Harden - K. Leonard - M. Plumlee - A. Coffey - T. Mann,Movement Shooter-Rim Runner/Protector-Rim Runner/Protector-Wing Shot Creator,2023-24
202695,Kawhi Leonard,201935-202695-203486-1629599-1629611,J. Harden - K. Leonard - M. Plumlee - A. Coffey - T. Mann,All Around Guard-Movement Shooter-Rim Runner/Protector-Rim Runner/Protector,2023-24
201935,James Harden,201935-1626181-1627826-1629599-1629611,J. Harden - N. Powell - I. Zubac - A. Coffey - T. Mann,Movement Shooter-Movement Shooter-Rim Runner/Protector-Rim Runner/Protector,2023-24
201935,James Harden,201935-202331-1626181-1628464-1629611,J. Harden - P. George - N. Powell - D. Theis - T. Mann,Movement Shooter-Rim Runner/Protector-Rim Runner/Protector-Shot Creator Guard,2023-24
202695,Kawhi Leonard,201566-202695-1626181-1628464-1641738,R. Westbrook - K. Leonard - N. Powell - D. Theis - K. Brown,All Around Guard-Movement Shooter-Rim Runner/Protector-Wing Shot Creator,2023-24
201935,James Harden,201935-202695-1626181-1629599-1629611,J. Harden - K. Leonard - N. Powell - A. Coffey - T. Mann,Movement Shooter-Movement Shooter-Rim Runner/Protector-Wing Shot Creator,2023-24
202695,Kawhi Leonard,201935-202695-1626181-1629599-1629611,J. Harden - K. Leonard - N. Powell - A. Coffey - T. Mann,All Around Guard-Movement Shooter-Movement Shooter-Rim Runner/Protector,2023-24
201935,James Harden,201566-201935-202331-203486-1626181,R. Westbrook - J. Harden - P. George - M. Plumlee - N. Powell,All Around Guard-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,2023-24
202695,Kawhi Leonard,201566-202331-202695-1626181-1628464,R. Westbrook - P. George - K. Leonard - N. Powell - D. Theis,All Around Guard-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,2023-24
201935,James Harden,201935-202331-202695-203486-1626181,J. Harden - P. George - K. Leonard - M. Plumlee - N. Powell,Movement Shooter-Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator,2023-24
202695,Kawhi Leonard,201935-202331-202695-203486-1626181,J. Harden - P. George - K. Leonard - M. Plumlee - N. Powell,All Around Guard-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,2023-24
201935,James Harden,201935-202331-202695-1629599-1629611,J. Harden - P. George - K. Leonard - A. Coffey - T. Mann,Movement Shooter-Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator,2023-24
202695,Kawhi Leonard,201935-202331-202695-1629599-1629611,J. Harden - P. George - K. Leonard - A. Coffey - T. Mann,All Around Guard-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,2023-24
201935,James Harden,201935-202331-1626181-1628464-1641738,J. Harden - P. George - N. Powell - D. Theis - K. Brown,Movement Shooter-Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator,2023-24
201935,James Harden,200782-201935-202331-202695-1627826,P. Tucker - J. Harden - P. George - K. Leonard - I. Zubac,Glue guy-Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator,2023-24
202695,Kawhi Leonard,200782-201935-202331-202695-1627826,P. Tucker - J. Harden - P. George - K. Leonard - I. Zubac,All Around Guard-Glue guy-Rim Runner/Protector-Shot Creator Guard,2023-24
201935,James Harden,200782-201566-201935-202331-202695,P. Tucker - R. Westbrook - J. Harden - P. George - K. Leonard,All Around Guard-Glue guy-Shot Creator Guard-Wing Shot Creator,2023-24
202695,Kawhi Leonard,200782-201566-201935-202331-202695,P. Tucker - R. Westbrook - J. Harden - P. George - K. Leonard,All Around Guard-All Around Guard-Glue guy-Shot Creator Guard,2023-24
202695,Kawhi Leonard,201566-202695-1626181-1628464-1629611,R. Westbrook - K. Leonard - N. Powell - D. Theis - T. Mann,All Around Guard-Movement Shooter-Rim Runner/Protector-Rim Runner/Protector,2023-24
202695,Kawhi Leonard,202331-202695-203486-1626181-1630538,P. George - K. Leonard - M. Plumlee - N. Powell - B. Hyland,All Around Guard-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,2023-24
201935,James Harden,200782-201935-202331-1628464-1630527,P. Tucker - J. Harden - P. George - D. Theis - B. Boston Jr.,All Around Guard-Glue guy-Rim Runner/Protector-Shot Creator Guard,2023-24
201935,James Harden,201566-201935-202695-1626181-1629599,R. Westbrook - J. Harden - K. Leonard - N. Powell - A. Coffey,All Around Guard-Movement Shooter-Movement Shooter-Wing Shot Creator,2023-24
202695,Kawhi Leonard,201566-201935-202695-1626181-1629599,R. Westbrook - J. Harden - K. Leonard - N. Powell - A. Coffey,All Around Guard-All Around Guard-Movement Shooter-Movement Shooter,2023-24
201935,James Harden,201566-201935-1626181-1627826-1629599,R. Westbrook - J. Harden - N. Powell - I. Zubac - A. Coffey,All Around Guard-Movement Shooter-Movement Shooter-Rim Runner/Protector,2023-24
201935,James Harden,201566-201935-202331-202695-203486,R. Westbrook - J. Harden - P. George - K. Leonard - M. Plumlee,All Around Guard-Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator,2023-24
202695,Kawhi Leonard,201566-201935-202331-202695-203486,R. Westbrook - J. Harden - P. George - K. Leonard - M. Plumlee,All Around Guard-All Around Guard-Rim Runner/Protector-Shot Creator Guard,2023-24
202695,Kawhi Leonard,201566-202695-1626181-1627826-1629611,R. Westbrook - K. Leonard - N. Powell - I. Zubac - T. Mann,All Around Guard-Movement Shooter-Rim Runner/Protector-Rim Runner/Protector,2023-24
202695,Kawhi Leonard,201566-202331-202695-1626181-1629599,R. Westbrook - P. George - K. Leonard - N. Powell - A. Coffey,All Around Guard-Movement Shooter-Movement Shooter-Shot Creator Guard,2023-24
202695,Kawhi Leonard,201566-202331-202695-1626181-1629611,R. Westbrook - P. George - K. Leonard - N. Powell - T. Mann,All Around Guard-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,2023-24
201935,James Harden,200782-201935-1627826-1629599-1629611,P. Tucker - J. Harden - I. Zubac - A. Coffey - T. Mann,Glue guy-Movement Shooter-Rim Runner/Protector-Rim Runner/Protector,2023-24
202695,Kawhi Leonard,200782-202331-202695-1626181-1627826,P. Tucker - P. George - K. Leonard - N. Powell - I. Zubac,Glue guy-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,2023-24
201935,James Harden,201566-201935-202695-203486-1626181,R. Westbrook - J. Harden - K. Leonard - M. Plumlee - N. Powell,All Around Guard-Movement Shooter-Rim Runner/Protector-Wing Shot Creator,2023-24
202695,Kawhi Leonard,201566-201935-202695-203486-1626181,R. Westbrook - J. Harden - K. Leonard - M. Plumlee - N. Powell,All Around Guard-All Around Guard-Movement Shooter-Rim Runner/Protector,2023-24
202695,Kawhi Leonard,201566-202331-202695-203486-1626181,R. Westbrook - P. George - K. Leonard - M. Plumlee - N. Powell,All Around Guard-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,2023-24
201935,James Harden,201935-202331-202695-1627826-1630538,J. Harden - P. George - K. Leonard - I. Zubac - B. Hyland,All Around Guard-Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator,2023-24
202695,Kawhi Leonard,201935-202331-202695-1627826-1630538,J. Harden - P. George - K. Leonard - I. Zubac - B. Hyland,All Around Guard-All Around Guard-Rim Runner/Protector-Shot Creator Guard,2023-24
201935,James Harden,201566-201935-1626181-1628464-1630527,R. Westbrook - J. Harden - N. Powell - D. Theis - B. Boston Jr.,All Around Guard-All Around Guard-Movement Shooter-Rim Runner/Protector,2023-24
201935,James Harden,201566-201935-1626181-1628464-1629611,R. Westbrook - J. Harden - N. Powell - D. Theis - T. Mann,All Around Guard-Movement Shooter-Rim Runner/Protector-Rim Runner/Protector,2023-24
201935,James Harden,201566-201935-202331-1627826-1629599,R. Westbrook - J. Harden - P. George - I. Zubac - A. Coffey,All Around Guard-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,2023-24
201935,James Harden,201566-201935-202331-202695-1628464,R. Westbrook - J. Harden - P. George - K. Leonard - D. Theis,All Around Guard-Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator,2023-24
202695,Kawhi Leonard,201566-201935-202331-202695-1628464,R. Westbrook - J. Harden - P. George - K. Leonard - D. Theis,All Around Guard-All Around Guard-Rim Runner/Protector-Shot Creator Guard,2023-24
202695,Kawhi Leonard,201566-201587-202331-202695-1626181,R. Westbrook - N. Batum - P. George - K. Leonard - N. Powell,All Around Guard-Glue guy-Movement Shooter-Shot Creator Guard,2023-24
202695,Kawhi Leonard,201566-202331-202695-203486-1629611,R. Westbrook - P. George - K. Leonard - M. Plumlee - T. Mann,All Around Guard-Rim Runner/Protector-Rim Runner/Protector-Shot Creator Guard,2023-24
201935,James Harden,201935-203486-1626181-1629599-1629611,J. Harden - M. Plumlee - N. Powell - A. Coffey - T. Mann,Movement Shooter-Movement Shooter-Rim Runner/Protector-Rim Runner/Protector,2023-24
202695,Kawhi Leonard,201566-202695-203486-1626181-1629611,R. Westbrook - K. Leonard - M. Plumlee - N. Powell - T. Mann,All Around Guard-Movement Shooter-Rim Runner/Protector-Rim Runner/Protector,2023-24
202695,Kawhi Leonard,201566-202695-1626181-1629599-1629611,R. Westbrook - K. Leonard - N. Powell - A. Coffey - T. Mann,All Around Guard-Movement Shooter-Movement Shooter-Rim Runner/Protector,2023-24
202695,Kawhi Leonard,201566-202331-202695-203486-1630538,R. Westbrook - P. George - K. Leonard - M. Plumlee - B. Hyland,All Around Guard-All Around Guard-Rim Runner/Protector-Shot Creator Guard,2023-24
201935,James Harden,201935-202331-1628464-1629599-1629611,J. Harden - P. George - D. Theis - A. Coffey - T. Mann,Movement Shooter-Rim Runner/Protector-Rim Runner/Protector-Shot Creator Guard,2023-24
202695,Kawhi Leonard,202331-202695-1626181-1627826-1629611,P. George - K. Leonard - N. Powell - I. Zubac - T. Mann,Movement Shooter-Rim Runner/Protector-Rim Runner/Protector-Shot Creator Guard,2023-24
201935,James Harden,200782-201935-202695-1626181-1629611,P. Tucker - J. Harden - K. Leonard - N. Powell - T. Mann,Glue guy-Movement Shooter-Rim Runner/Protector-Wing Shot Creator,2023-24
202695,Kawhi Leonard,200782-201935-202695-1626181-1629611,P. Tucker - J. Harden - K. Leonard - N. Powell - T. Mann,All Around Guard-Glue guy-Movement Shooter-Rim Runner/Protector,2023-24
201935,James Harden,200782-201566-201935-203486-1626181,P. Tucker - R. Westbrook - J. Harden - M. Plumlee - N. Powell,All Around Guard-Glue guy-Movement Shooter-Rim Runner/Protector,2023-24
202695,Kawhi Leonard,201566-202331-202695-1627826-1641738,R. Westbrook - P. George - K. Leonard - I. Zubac - K. Brown,All Around Guard-Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator,2023-24
201935,James Harden,201935-1627826-1629599-1630527-1630538,J. Harden - I. Zubac - A. Coffey - B. Boston Jr. - B. Hyland,All Around Guard-All Around Guard-Movement Shooter-Rim Runner/Protector,2023-24
201935,James Harden,201935-202695-1627826-1629611-1630538,J. Harden - K. Leonard - I. Zubac - T. Mann - B. Hyland,All Around Guard-Rim Runner/Protector-Rim Runner/Protector-Wing Shot Creator,2023-24
202695,Kawhi Leonard,201935-202695-1627826-1629611-1630538,J. Harden - K. Leonard - I. Zubac - T. Mann - B. Hyland,All Around Guard-All Around Guard-Rim Runner/Protector-Rim Runner/Protector,2023-24
201935,James Harden,201935-203486-1629599-1629611-1630527,J. Harden - M. Plumlee - A. Coffey - T. Mann - B. Boston Jr.,All Around Guard-Movement Shooter-Rim Runner/Protector-Rim Runner/Protector,2023-24
202695,Kawhi Leonard,202331-202695-203496-1627826-1630538,P. George - K. Leonard - R. Covington - I. Zubac - B. Hyland,All Around Guard-Glue guy-Rim Runner/Protector-Shot Creator Guard,2023-24
201935,James Harden,200782-201935-202331-202695-1629599,P. Tucker - J. Harden - P. George - K. Leonard - A. Coffey,Glue guy-Movement Shooter-Shot Creator Guard-Wing Shot Creator,2023-24
202695,Kawhi Leonard,200782-201935-202331-202695-1629599,P. Tucker - J. Harden - P. George - K. Leonard - A. Coffey,All Around Guard-Glue guy-Movement Shooter-Shot Creator Guard,2023-24
201935,James Harden,200782-201935-202331-202695-1629611,P. Tucker - J. Harden - P. George - K. Leonard - T. Mann,Glue guy-Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator,2023-24
202695,Kawhi Leonard,200782-201935-202331-202695-1629611,P. Tucker - J. Harden - P. George - K. Leonard - T. Mann,All Around Guard-Glue guy-Rim Runner/Protector-Shot Creator Guard,2023-24
201935,James Harden,200782-201935-202331-1626181-1627826,P. Tucker - J. Harden - P. George - N. Powell - I. Zubac,Glue guy-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,2023-24
202695,Kawhi Leonard,200782-202695-1628464-1629599-1630538,P. Tucker - K. Leonard - D. Theis - A. Coffey - B. Hyland,All Around Guard-Glue guy-Movement Shooter-Rim Runner/Protector,2023-24
202695,Kawhi Leonard,200782-202331-202695-1627826-1630538,P. Tucker - P. George - K. Leonard - I. Zubac - B. Hyland,All Around Guard-Glue guy-Rim Runner/Protector-Shot Creator Guard,2023-24
202695,Kawhi Leonard,200782-201566-202695-1626181-1629599,P. Tucker - R. Westbrook - K. Leonard - N. Powell - A. Coffey,All Around Guard-Glue guy-Movement Shooter-Movement Shooter,2023-24
201935,James Harden,201566-201935-1628464-1629599-1630527,R. Westbrook - J. Harden - D. Theis - A. Coffey - B. Boston Jr.,All Around Guard-All Around Guard-Movement Shooter-Rim Runner/Protector,2023-24
201935,James Harden,201566-201935-202695-1628464-1629599,R. Westbrook - J. Harden - K. Leonard - D. Theis - A. Coffey,All Around Guard-Movement Shooter-Rim Runner/Protector-Wing Shot Creator,2023-24
202695,Kawhi Leonard,201566-201935-202695-1628464-1629599,R. Westbrook - J. Harden - K. Leonard - D. Theis - A. Coffey,All Around Guard-All Around Guard-Movement Shooter-Rim Runner/Protector,2023-24
201935,James Harden,201566-201935-1626181-1629599-1629611,R. Westbrook - J. Harden - N. Powell - A. Coffey - T. Mann,All Around Guard-Movement Shooter-Movement Shooter-Rim Runner/Protector,2023-24
201935,James Harden,201566-201935-1626181-1629611-1630527,R. Westbrook - J. Harden - N. Powell - T. Mann - B. Boston Jr.,All Around Guard-All Around Guard-Movement Shooter-Rim Runner/Protector,2023-24
201935,James Harden,201566-201935-202331-1627826-1629611,R. Westbrook - J. Harden - P. George - I. Zubac - T. Mann,All Around Guard-Rim Runner/Protector-Rim Runner/Protector-Shot Creator Guard,2023-24
202695,Kawhi Leonard,201566-201587-202331-202695-203496,R. Westbrook - N. Batum - P. George - K. Leonard - R. Covington,All Around Guard-Glue guy-Glue guy-Shot Creator Guard,2023-24
202695,Kawhi Leonard,201566-202331-202695-1628464-1629611,R. Westbrook - P. George - K. Leonard - D. Theis - T. Mann,All Around Guard-Rim Runner/Protector-Rim Runner/Protector-Shot Creator Guard,2023-24
201935,James Harden,201935-1626181-1627826-1629611-1630527,J. Harden - N. Powell - I. Zubac - T. Mann - B. Boston Jr.,All Around Guard-Movement Shooter-Rim Runner/Protector-Rim Runner/Protector,2023-24
201935,James Harden,201935-1626181-1627826-1629611-1641738,J. Harden - N. Powell - I. Zubac - T. Mann - K. Brown,Movement Shooter-Rim Runner/Protector-Rim Runner/Protector-Wing Shot Creator,2023-24
201935,James Harden,201935-202331-202695-1627826-1630527,J. Harden - P. George - K. Leonard - I. Zubac - B. Boston Jr.,All Around Guard-Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator,2023-24
202695,Kawhi Leonard,201935-202331-202695-1627826-1630527,J. Harden - P. George - K. Leonard - I. Zubac - B. Boston Jr.,All Around Guard-All Around Guard-Rim Runner/Protector-Shot Creator Guard,2023-24
201935,James Harden,201935-202331-1626181-1627826-1641738,J. Harden - P. George - N. Powell - I. Zubac - K. Brown,Movement Shooter-Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator,2023-24
202695,Kawhi Leonard,202695-1628464-1629599-1629611-1630527,K. Leonard - D. Theis - A. Coffey - T. Mann - B. Boston Jr.,All Around Guard-Movement Shooter-Rim Runner/Protector-Rim Runner/Protector,2023-24
202695,Kawhi Leonard,202695-203486-1626181-1629599-1630538,K. Leonard - M. Plumlee - N. Powell - A. Coffey - B. Hyland,All Around Guard-Movement Shooter-Movement Shooter-Rim Runner/Protector,2023-24
201935,James Harden,200782-201935-1627826-1630527-1630538,P. Tucker - J. Harden - I. Zubac - B. Boston Jr. - B. Hyland,All Around Guard-All Around Guard-Glue guy-Rim Runner/Protector,2023-24
201935,James Harden,200782-201935-1626181-1627826-1630538,P. Tucker - J. Harden - N. Powell - I. Zubac - B. Hyland,All Around Guard-Glue guy-Movement Shooter-Rim Runner/Protector,2023-24
201935,James Harden,200782-201935-202331-1629599-1629611,P. Tucker - J. Harden - P. George - A. Coffey - T. Mann,Glue guy-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,2023-24
201935,James Harden,200782-201935-202331-1628464-1629599,P. Tucker - J. Harden - P. George - D. Theis - A. Coffey,Glue guy-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,2023-24
201935,James Harden,200782-201935-202331-1626181-1628464,P. Tucker - J. Harden - P. George - N. Powell - D. Theis,Glue guy-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,2023-24
202695,Kawhi Leonard,200782-202695-1628464-1629599-1630527,P. Tucker - K. Leonard - D. Theis - A. Coffey - B. Boston Jr.,All Around Guard-Glue guy-Movement Shooter-Rim Runner/Protector,2023-24
202695,Kawhi Leonard,200782-201566-202695-1626181-1627826,P. Tucker - R. Westbrook - K. Leonard - N. Powell - I. Zubac,All Around Guard-Glue guy-Movement Shooter-Rim Runner/Protector,2023-24
202695,Kawhi Leonard,200782-201566-202331-202695-1627826,P. Tucker - R. Westbrook - P. George - K. Leonard - I. Zubac,All Around Guard-Glue guy-Rim Runner/Protector-Shot Creator Guard,2023-24
202695,Kawhi Leonard,200782-201566-202331-202695-1626181,P. Tucker - R. Westbrook - P. George - K. Leonard - N. Powell,All Around Guard-Glue guy-Movement Shooter-Shot Creator Guard,2023-24
202695,Kawhi Leonard,200782-201566-202331-202695-1629611,P. Tucker - R. Westbrook - P. George - K. Leonard - T. Mann,All Around Guard-Glue guy-Rim Runner/Protector-Shot Creator Guard,2023-24
201935,James Harden,201566-201935-1628464-1629599-1629611,R. Westbrook - J. Harden - D. Theis - A. Coffey - T. Mann,All Around Guard-Movement Shooter-Rim Runner/Protector-Rim Runner/Protector,2023-24
201935,James Harden,201566-201935-203486-1629599-1629611,R. Westbrook - J. Harden - M. Plumlee - A. Coffey - T. Mann,All Around Guard-Movement Shooter-Rim Runner/Protector-Rim Runner/Protector,2023-24
201935,James Harden,201566-201935-1626181-1627826-1629611,R. Westbrook - J. Harden - N. Powell - I. Zubac - T. Mann,All Around Guard-Movement Shooter-Rim Runner/Protector-Rim Runner/Protector,2023-24
201935,James Harden,201566-201935-202331-1626181-1629611,R. Westbrook - J. Harden - P. George - N. Powell - T. Mann,All Around Guard-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,2023-24
202695,Kawhi Leonard,201566-202695-203486-1626181-1630527,R. Westbrook - K. Leonard - M. Plumlee - N. Powell - B. Boston Jr.,All Around Guard-All Around Guard-Movement Shooter-Rim Runner/Protector,2023-24
202695,Kawhi Leonard,201566-202695-1626181-1627826-1641738,R. Westbrook - K. Leonard - N. Powell - I. Zubac - K. Brown,All Around Guard-Movement Shooter-Rim Runner/Protector-Wing Shot Creator,2023-24
202695,Kawhi Leonard,201566-202331-202695-1628464-1641738,R. Westbrook - P. George - K. Leonard - D. Theis - K. Brown,All Around Guard-Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator,2023-24
201935,James Harden,201935-1628464-1629599-1629611-1630527,J. Harden - D. Theis - A. Coffey - T. Mann - B. Boston Jr.,All Around Guard-Movement Shooter-Rim Runner/Protector-Rim Runner/Protector,2023-24
201935,James Harden,201935-202695-1626181-1629611-1630527,J. Harden - K. Leonard - N. Powell - T. Mann - B. Boston Jr.,All Around Guard-Movement Shooter-Rim Runner/Protector-Wing Shot Creator,2023-24
202695,Kawhi Leonard,201935-202695-1626181-1629611-1630527,J. Harden - K. Leonard - N. Powell - T. Mann - B. Boston Jr.,All Around Guard-All Around Guard-Movement Shooter-Rim Runner/Protector,2023-24
201935,James Harden,201935-202331-1627826-1629611-1641738,J. Harden - P. George - I. Zubac - T. Mann - K. Brown,Rim Runner/Protector-Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator,2023-24
201935,James Harden,201935-202331-202695-1628464-1629599,J. Harden - P. George - K. Leonard - D. Theis - A. Coffey,Movement Shooter-Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator,2023-24
202695,Kawhi Leonard,201935-202331-202695-1628464-1629599,J. Harden - P. George - K. Leonard - D. Theis - A. Coffey,All Around Guard-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,2023-24
202695,Kawhi Leonard,202695-203486-1626181-1629599-1629611,K. Leonard - M. Plumlee - N. Powell - A. Coffey - T. Mann,Movement Shooter-Movement Shooter-Rim Runner/Protector-Rim Runner/Protector,2023-24
202695,Kawhi Leonard,202695-203486-1626181-1630538-1641738,K. Leonard - M. Plumlee - N. Powell - B. Hyland - K. Brown,All Around Guard-Movement Shooter-Rim Runner/Protector-Wing Shot Creator,2023-24
202695,Kawhi Leonard,202695-1626181-1628464-1629611-1630538,K. Leonard - N. Powell - D. Theis - T. Mann - B. Hyland,All Around Guard-Movement Shooter-Rim Runner/Protector-Rim Runner/Protector,2023-24
202695,Kawhi Leonard,202695-1626181-1627826-1629599-1630527,K. Leonard - N. Powell - I. Zubac - A. Coffey - B. Boston Jr.,All Around Guard-Movement Shooter-Movement Shooter-Rim Runner/Protector,2023-24
